,Accept,Accept-Encoding,Accept-Language,Cache-Control,Connection,Content-Length,Content-Type,Cookie,DNT,Host,If-Modified-Since,If-None-Match,Origin,Pragma,Range,Referer,Upgrade-Insecure-Requests,X-Requested-With,X-XSRFToken,httpMethod,httpPath,httpProto,len,respCode,respMsg,time,uAgentBrowser,uAgentOS,label
816,*/*,"gzip, deflate","en,en-US;q=0.5",no-cache,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,no-cache,,http://www.police.gov.hk/ppp_tc/15_recruit/how_to_apply.html,,,,GET,/info/img/header/hkpf_logo.png,HTTP/1.1,662,,,1487668459.716114,Firefox,Linux,norm
870,*/*,"gzip, deflate","en,en-US;q=0.5",no-cache,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,no-cache,,http://www.police.gov.hk/ppp_tc/15_recruit/how_to_apply.html,,,,GET,/info/img/icon/arrow_btn.png,HTTP/1.1,660,,,1487668459.730104,Firefox,Linux,norm
934,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/hkp-home/chinese/recruitment/index.htm,1.0,,,GET,/ppp_tc/15_recruit/index.html,HTTP/1.1,711,,,1487668465.2871509,Firefox,Linux,norm
940,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/js/jquery.easing.1.3.js,HTTP/1.1,611,,,1487668465.3865669,Firefox,Linux,norm
944,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/img/recruit/rec_mid_banner_fitness_tc.jpg,HTTP/1.1,629,,,1487668465.4702132,Firefox,Linux,norm
945,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/img/recruit/rec_mid_banner_video_tc.jpg,HTTP/1.1,627,,,1487668465.470243,Firefox,Linux,norm
946,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/img/recruit/button_si_application_tc.jpg,HTTP/1.1,628,,,1487668465.470327,Firefox,Linux,norm
953,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/img/recruit/button_pc_application_tc.jpg,HTTP/1.1,628,,,1487668465.472757,Firefox,Linux,norm
956,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/img/recruit/button_oversea_tc.jpg,HTTP/1.1,621,,,1487668465.473727,Firefox,Linux,norm
959,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/img/icon/video_button.png,HTTP/1.1,613,,,1487668465.473931,Firefox,Linux,norm
1215,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/req/loading.gif,HTTP/1.1,598,,,1487668465.610462,Firefox,Linux,norm
1228,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/app/php/js.php?lang=tc&ua=main&cust=/ppp_tc/15_recruit/index.html,HTTP/1.1,648,,,1487668468.46689,Firefox,Linux,norm
1233,"text/javascript, application/javascript, application/ecmascript, application/x-ecmascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,XMLHttpRequest,,GET,/app/lib/jquery-ui-1.11.1.custom/jquery-ui.min.js?_=1487668465696,HTTP/1.1,780,,,1487668469.036794,Firefox,Linux,norm
1881,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,SI590660=ymg4jI2+dWsEUyYACXJvbGVfaW5mb5kij6AOA3+0GFHnF078GL1zEKUKhApGXr50oHvMVzmKCpWP6dw=; TS01366553=01fc3261cb99540a8998c1ae57d4429711024152b0fd43d98c1c788ea4d32afea94debb2b987ba5207cf4c5e8ee41e07d4e5ff8f8b,1.0,www.police.gov.hk,,,,,,http://www.police.gov.hk/ppp_tc/15_recruit/index.html,,,,GET,/info/img/header/header_mo_en.png,HTTP/1.1,615,,,1487668482.3780859,Firefox,Linux,norm
1990,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/sessions?_=1487666712346,HTTP/1.1,827,,,1487668495.087945,Firefox,Linux,norm
1994,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/terminals?_=1487666712347,HTTP/1.1,828,,,1487668495.103339,Firefox,Linux,norm
1997,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/contents/fyp_classification/pcap_test/csv/labeled_dataset?type=directory&_=1487666712348,HTTP/1.1,891,,,1487668495.155866,Firefox,Linux,norm
2017,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,"""004f8fd6471e8c190045c9eb93a09fb0c9410cad""",,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv,1.0,,,GET,/tree/fyp_classification/pcap_test/csv/labeled_dataset,HTTP/1.1,865,,,1487668496.051985,Firefox,Linux,norm
2021,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:21 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/components/jquery-ui/themes/smoothness/jquery-ui.min.css?v=9b2c8d3489227115310662a343fce11c,HTTP/1.1,842,,,1487668496.144526,Firefox,Linux,norm
2025,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:21 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/components/jquery-typeahead/dist/jquery.typeahead.min.css?v=7afb461de36accb1aa133a1710f5bc56,HTTP/1.1,843,,,1487668496.150439,Firefox,Linux,norm
2029,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/style/style.min.css?v=974839a888beb55bbba87883fafd90fa,HTTP/1.1,805,,,1487668496.154947,Firefox,Linux,norm
2033,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/custom/custom.css,HTTP/1.1,761,,,1487668496.1599214,Firefox,Linux,norm
2037,*/*,"gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:21 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/components/es6-promise/promise.min.js?v=f004a16cb856e0ff11781d01ec5ca8fe,HTTP/1.1,808,,,1487668496.163517,Firefox,Linux,norm
2041,*/*,"gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/components/requirejs/require.js?v=6da8be361b9ee26c5e721e76c6d4afce,HTTP/1.1,802,,,1487668496.168093,Firefox,Linux,norm
2045,*/*,"gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/tree/js/main.min.js?v=1fc66f191e0c7e71da3e03dc01d328d5,HTTP/1.1,790,,,1487668496.173326,Firefox,Linux,norm
2057,*/*,"gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/base/images/logo.png?v=641991992878ee24c6f3826e81054a0f,HTTP/1.1,715,,,1487668496.316865,Firefox,Linux,norm
2065,*/*,"gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/static/services/contents.js?v=20170120210255,HTTP/1.1,773,,,1487668496.444565,Firefox,Linux,norm
2066,*/*,"gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,,,GET,/custom/custom.js?v=20170120210255,HTTP/1.1,762,,,1487668496.45348,Firefox,Linux,norm
2071,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/config/tree?_=1487668496365,HTTP/1.1,830,,,1487668496.531975,Firefox,Linux,norm
2072,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/config/common?_=1487668496366,HTTP/1.1,832,,,1487668496.5384312,Firefox,Linux,norm
2073,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/terminals?_=1487668496367,HTTP/1.1,828,,,1487668496.551814,Firefox,Linux,norm
2076,*/*,"gzip, deflate","en,en-US;q=0.5",max-age=0,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,"""17ba7284bb025ea6cf0d424d98b28e677df7a092""",,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/kernelspecs,HTTP/1.1,856,,,1487668496.559569,Firefox,Linux,norm
2077,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/sessions?_=1487668496368,HTTP/1.1,827,,,1487668496.5664349,Firefox,Linux,norm
2081,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/terminals?_=1487668496369,HTTP/1.1,828,,,1487668496.573078,Firefox,Linux,norm
2095,"application/json, text/javascript, */*; q=0.01","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,,XMLHttpRequest,2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285,GET,/api/contents/fyp_classification/pcap_test/csv/labeled_dataset?type=directory&_=1487668496370,HTTP/1.1,891,,,1487668496.6487188,Firefox,Linux,norm
2125,"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/tree/fyp_classification/pcap_test/csv/labeled_dataset,1.0,,,GET,/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,HTTP/1.1,809,,,1487668501.101886,Firefox,Linux,norm
2135,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,,,,,,http://192.168.11.123:8888/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,,,,GET,/static/components/codemirror/addon/dialog/dialog.css?v=c89dce10b44d2882a024e7befc2b63f5,HTTP/1.1,768,,,1487668501.2463212,Firefox,Linux,norm
2136,"text/css,*/*;q=0.1","gzip, deflate","en,en-US;q=0.5",,keep-alive,,,"_xsrf=2|dd3ddd6a|752d6127d0e22db67e1c2d2758cf9c5c|1487650285; username-192-168-11-123-8888=""2|1:0|10:1487650289|28:username-192-168-11-123-8888|44:MjYxNDc5NjJlNjBjNDBhYmFhZDQ4MjgwNTBjMmYyYWE=|14ac9bedf1d02555cb6068239cec30d87f4eb8c98f134f22aa2d0f181db6eb71""",,192.168.11.123:8888,"Fri, 20 Jan 2017 10:02:22 GMT",,,,,http://192.168.11.123:8888/edit/fyp_classification/pcap_test/csv/labeled_dataset/arp_nmap.csv,,,,GET,/custom/custom.css,HTTP/1.1,748,,,1487668501.257004,Firefox,Linux,norm
